Vendedor,Mês,QuantidadeVendida,ValorVendido,TipoPagamento,Parcelas
Ana Sophia Araújo,Julho,19,36461.87,Dinheiro,
Sarah Viana,Maio,50,73529.93,Cartão de Crédito,12
João Gabriel Monteiro,Outubro,8,845.66,PIX,
Vicente Cavalcanti,Janeiro,14,12795.66,Dinheiro,
Clarice Porto,Dezembro,49,31360.08,Cartão de Crédito,6
Nicolas Pereira,Novembro,40,73149.15,Cartão de Crédito,12
Antônio Carvalho,Outubro,40,71784.92,Dinheiro,
Antônio Carvalho,Junho,49,74728.98,PIX,
Emilly Almeida,Outubro,22,8324.03,PIX,
Enzo Santos,Fevereiro,3,638.15,PIX,
Clarice Porto,Outubro,1,1323.84,PIX,
Clarice Porto,Julho,36,7621.22,Dinheiro,
Enzo Santos,Dezembro,29,29210.29,Cartão de Crédito,12
João Gabriel Monteiro,Abril,31,32606.18,Dinheiro,
Emilly Almeida,Março,46,82365.33,Cartão de Crédito,12
Sarah Viana,Outubro,19,12973.92,Dinheiro,
Antônio Carvalho,Abril,2,210.56,PIX,
Alice da Paz,Julho,49,83854.97,Cartão de Crédito,3
Antônio Carvalho,Janeiro,14,5674.09,PIX,
Sr. Bryan Nascimento,Janeiro,5,5185.69,PIX,
Antônio Carvalho,Maio,9,16270.23,Cartão de Crédito,3
Sra. Elisa das Neves,Agosto,35,20442.28,Dinheiro,
Ana Sophia Araújo,Novembro,12,16282.01,Dinheiro,
Samuel Pereira,Março,15,23994.39,PIX,
Antônio Carvalho,Fevereiro,5,644.72,Cartão de Crédito,6
Ana Sophia Araújo,Novembro,27,45737.12,Cartão de Crédito,3
Sarah Viana,Janeiro,41,63639.39,Dinheiro,
Dra. Pietra Viana,Julho,33,19180.46,Cartão de Crédito,2
João Gabriel Monteiro,Fevereiro,6,4977.9,PIX,
Sarah Viana,Março,40,74491.4,PIX,
João Gabriel Monteiro,Novembro,22,42231.35,PIX,
Antônio Carvalho,Outubro,36,57632.88,Dinheiro,
Alice da Paz,Junho,37,64207.47,Cartão de Crédito,2
Clarice Porto,Dezembro,38,59470.97,PIX,
Vicente Cavalcanti,Julho,3,1616.39,Cartão de Crédito,4
Emilly Almeida,Março,1,1781.01,Cartão de Crédito,4
Antônio Carvalho,Junho,34,15450.39,PIX,
Alice da Paz,Agosto,2,2840.63,Cartão de Crédito,1
João Gabriel Monteiro,Agosto,8,2180.68,PIX,
Sr. Bryan Nascimento,Março,15,21840.29,Dinheiro,
Ana Sophia Araújo,Março,13,11956.79,Cartão de Crédito,1
Emilly Almeida,Outubro,47,63660.61,Cartão de Crédito,3
João Gabriel Monteiro,Setembro,8,8738.26,PIX,
Samuel Pereira,Janeiro,44,35001.12,Cartão de Crédito,4
Sra. Elisa das Neves,Fevereiro,33,30670.46,Dinheiro,
Antônio Carvalho,Junho,36,41261.12,Dinheiro,
Clarice Porto,Junho,37,56398.61,Dinheiro,
Alice da Paz,Março,46,64969.97,PIX,
Dra. Pietra Viana,Setembro,3,4340.33,PIX,
João Gabriel Monteiro,Abril,31,34610.2,Dinheiro,
Clarice Porto,Abril,5,5701.14,PIX,
Clarice Porto,Março,33,60270.15,PIX,
João Gabriel Monteiro,Março,33,20612.16,PIX,
Sr. Bryan Nascimento,Janeiro,43,12141.12,Dinheiro,
Vicente Cavalcanti,Março,47,72031.55,Cartão de Crédito,1
Ana Sophia Araújo,Março,36,18220.6,PIX,
Dra. Pietra Viana,Março,41,76283.79,Cartão de Crédito,2
Emilly Almeida,Março,4,2314.91,PIX,
Nicolas Pereira,Agosto,18,24195.31,Dinheiro,
Vicente Cavalcanti,Dezembro,34,51706.11,Cartão de Crédito,4
Antônio Carvalho,Outubro,39,56551.03,Dinheiro,
Ana Sophia Araújo,Novembro,9,13480.8,Dinheiro,
Ana Sophia Araújo,Março,3,3914.05,Cartão de Crédito,3
João Gabriel Monteiro,Dezembro,45,17262.39,Cartão de Crédito,2
Samuel Pereira,Agosto,32,25037.86,Cartão de Crédito,12
João Gabriel Monteiro,Fevereiro,16,12937.09,Cartão de Crédito,1
João Gabriel Monteiro,Março,33,9164.77,PIX,
João Gabriel Monteiro,Janeiro,27,15702.79,Cartão de Crédito,1
Emilly Almeida,Janeiro,23,33556.31,Dinheiro,
Sarah Viana,Agosto,30,29197.14,PIX,
João Gabriel Monteiro,Outubro,7,8827.7,Cartão de Crédito,2
Dr. Davi Lucas da Rosa,Fevereiro,44,6315.92,Cartão de Crédito,6
Sra. Elisa das Neves,Julho,44,78257.29,Dinheiro,
Samuel Pereira,Fevereiro,31,20683.89,Dinheiro,
Ana Sophia Araújo,Março,38,57883.16,Dinheiro,
Sarah Viana,Fevereiro,2,1201.95,Dinheiro,
Dra. Pietra Viana,Maio,5,6390.84,PIX,
Vicente Cavalcanti,Março,37,9405.54,Cartão de Crédito,1
Enzo Santos,Agosto,1,1052.07,PIX,
Enzo Santos,Setembro,24,46579.06,PIX,
Sr. Bryan Nascimento,Julho,30,57380.66,Cartão de Crédito,4
Sarah Viana,Dezembro,26,48535.16,Cartão de Crédito,6
Dra. Pietra Viana,Julho,24,18892.17,PIX,
Clarice Porto,Maio,50,77491.37,PIX,
Nicolas Pereira,Novembro,3,2813.56,PIX,
Enzo Santos,Abril,44,29995.78,Cartão de Crédito,12
Sarah Viana,Outubro,27,20336.42,PIX,
Emilly Almeida,Outubro,25,10445.55,Cartão de Crédito,2
Sr. Bryan Nascimento,Março,25,8897.76,Cartão de Crédito,1
Nicolas Pereira,Março,17,8691.08,PIX,
Emilly Almeida,Março,48,36129.27,Dinheiro,
Dra. Pietra Viana,Dezembro,21,12735.55,Cartão de Crédito,1
Emilly Almeida,Setembro,33,43191.76,Cartão de Crédito,6
Samuel Pereira,Agosto,39,74322.49,Dinheiro,
Sra. Elisa das Neves,Dezembro,40,74703.19,Cartão de Crédito,12
Sarah Viana,Dezembro,20,36482.72,Dinheiro,
Sra. Elisa das Neves,Novembro,39,46203.22,PIX,
Nicolas Pereira,Abril,13,15124.73,Cartão de Crédito,2
Samuel Pereira,Maio,30,58524.17,Cartão de Crédito,3
Emilly Almeida,Janeiro,24,26642.27,Cartão de Crédito,2
Nicolas Pereira,Abril,3,4910.83,Cartão de Crédito,1
Sra. Elisa das Neves,Dezembro,24,41084.28,Dinheiro,
Alice da Paz,Julho,2,1620.68,Dinheiro,
Nicolas Pereira,Junho,30,47366.64,PIX,
João Gabriel Monteiro,Dezembro,37,51162.31,PIX,
Antônio Carvalho,Agosto,26,31589.23,Dinheiro,
Dr. Davi Lucas da Rosa,Maio,47,73647.52,Dinheiro,
Antônio Carvalho,Abril,24,46497.68,PIX,
Antônio Carvalho,Outubro,31,61477.45,PIX,
Enzo Santos,Julho,47,57802.0,Dinheiro,
Enzo Santos,Fevereiro,28,13898.68,PIX,
Vicente Cavalcanti,Fevereiro,12,9026.27,PIX,
Ana Sophia Araújo,Setembro,45,82156.12,Dinheiro,
Antônio Carvalho,Outubro,20,21305.73,PIX,
Vicente Cavalcanti,Julho,39,14466.32,PIX,
Clarice Porto,Julho,26,17523.1,PIX,
Vicente Cavalcanti,Fevereiro,16,2011.81,PIX,
Vicente Cavalcanti,Abril,24,37827.54,Dinheiro,
Sra. Elisa das Neves,Maio,12,9973.58,PIX,
Ana Sophia Araújo,Novembro,17,22716.48,Dinheiro,
Sarah Viana,Abril,11,20766.04,Cartão de Crédito,3
Dr. Davi Lucas da Rosa,Junho,20,10112.66,Cartão de Crédito,4
Clarice Porto,Julho,15,20246.89,PIX,
Sarah Viana,Fevereiro,44,79946.55,Cartão de Crédito,6
Emilly Almeida,Novembro,47,15592.99,Dinheiro,
Sr. Bryan Nascimento,Junho,11,4069.65,Cartão de Crédito,1
Antônio Carvalho,Dezembro,36,34149.77,Dinheiro,
Nicolas Pereira,Junho,11,5470.51,Dinheiro,
Nicolas Pereira,Dezembro,12,11071.16,Dinheiro,
Dr. Davi Lucas da Rosa,Agosto,17,10326.01,Dinheiro,
Emilly Almeida,Novembro,32,6155.45,PIX,
Sarah Viana,Novembro,11,19276.6,Dinheiro,
Ana Sophia Araújo,Dezembro,34,29945.57,PIX,
João Gabriel Monteiro,Dezembro,10,5228.72,PIX,
Alice da Paz,Agosto,9,10771.91,PIX,
Emilly Almeida,Junho,27,12359.8,PIX,
Ana Sophia Araújo,Fevereiro,18,32957.11,Dinheiro,
Sr. Bryan Nascimento,Janeiro,49,63487.81,PIX,
Sr. Bryan Nascimento,Março,29,54276.84,Cartão de Crédito,1
João Gabriel Monteiro,Junho,21,27998.18,Dinheiro,
Ana Sophia Araújo,Janeiro,2,3698.94,PIX,
Sr. Bryan Nascimento,Novembro,12,17832.33,Cartão de Crédito,3
Vicente Cavalcanti,Junho,30,40766.38,Cartão de Crédito,1
Enzo Santos,Janeiro,39,26213.28,Dinheiro,
Samuel Pereira,Fevereiro,50,92254.94,PIX,
Dra. Pietra Viana,Novembro,45,11925.21,Cartão de Crédito,1
Sarah Viana,Fevereiro,13,10638.66,PIX,
Antônio Carvalho,Dezembro,10,10843.85,PIX,
Vicente Cavalcanti,Dezembro,2,2483.55,Cartão de Crédito,6
Samuel Pereira,Novembro,32,50872.86,PIX,
Vicente Cavalcanti,Dezembro,24,46466.03,PIX,
Sr. Bryan Nascimento,Novembro,44,22224.24,Cartão de Crédito,2
Vicente Cavalcanti,Março,41,58102.23,PIX,
Sarah Viana,Dezembro,40,18447.91,Dinheiro,
Clarice Porto,Outubro,12,1232.47,PIX,
Sr. Bryan Nascimento,Agosto,45,63793.63,Cartão de Crédito,3
Sarah Viana,Março,15,13561.97,Cartão de Crédito,6
Antônio Carvalho,Janeiro,31,26488.96,Cartão de Crédito,6
Alice da Paz,Janeiro,33,15052.33,Dinheiro,
Alice da Paz,Fevereiro,49,51977.54,Cartão de Crédito,2
Enzo Santos,Janeiro,7,888.32,Cartão de Crédito,2
Enzo Santos,Fevereiro,23,30478.03,Dinheiro,
Sarah Viana,Setembro,44,51234.45,Cartão de Crédito,12
Sra. Elisa das Neves,Agosto,43,69149.85,Dinheiro,
Enzo Santos,Dezembro,49,29305.08,PIX,
Dr. Davi Lucas da Rosa,Julho,31,14897.91,PIX,
Dr. Davi Lucas da Rosa,Maio,9,3382.04,Cartão de Crédito,12
Vicente Cavalcanti,Março,11,20320.53,Dinheiro,
Ana Sophia Araújo,Novembro,7,10733.27,PIX,
Nicolas Pereira,Março,23,26781.31,Dinheiro,
Sr. Bryan Nascimento,Dezembro,37,14546.09,Dinheiro,
Emilly Almeida,Novembro,12,5272.95,PIX,
Enzo Santos,Janeiro,25,11194.42,Dinheiro,
Antônio Carvalho,Abril,24,32317.69,PIX,
Sarah Viana,Novembro,47,47455.81,Cartão de Crédito,1
Sr. Bryan Nascimento,Novembro,8,8879.9,PIX,
Enzo Santos,Novembro,32,19967.41,Cartão de Crédito,1
Alice da Paz,Novembro,21,11241.7,Dinheiro,
Nicolas Pereira,Fevereiro,42,49022.43,Cartão de Crédito,1
João Gabriel Monteiro,Novembro,5,2587.64,PIX,
Vicente Cavalcanti,Julho,43,8984.02,PIX,
Emilly Almeida,Julho,15,17770.95,Dinheiro,
Alice da Paz,Novembro,24,20006.9,PIX,
Samuel Pereira,Maio,31,5752.44,PIX,
Nicolas Pereira,Outubro,5,8093.18,Dinheiro,
Emilly Almeida,Fevereiro,24,6343.39,Dinheiro,
Nicolas Pereira,Fevereiro,5,5879.15,Dinheiro,
Antônio Carvalho,Junho,28,17250.14,Dinheiro,
João Gabriel Monteiro,Novembro,6,7169.04,PIX,
Clarice Porto,Abril,38,26979.13,Dinheiro,
Alice da Paz,Junho,12,2572.52,Cartão de Crédito,2
Ana Sophia Araújo,Maio,11,10183.07,Cartão de Crédito,12
Ana Sophia Araújo,Fevereiro,40,69882.67,PIX,
Sra. Elisa das Neves,Março,47,63783.77,Cartão de Crédito,3
Sra. Elisa das Neves,Abril,37,20828.66,Dinheiro,
Enzo Santos,Outubro,26,25460.22,Dinheiro,
Emilly Almeida,Agosto,26,4394.98,Dinheiro,
Alice da Paz,Abril,5,2067.25,PIX,
João Gabriel Monteiro,Agosto,15,3777.23,Dinheiro,
Dr. Davi Lucas da Rosa,Março,9,8387.22,PIX,
Emilly Almeida,Janeiro,30,57671.2,Dinheiro,
Clarice Porto,Setembro,35,44838.89,Dinheiro,
Dra. Pietra Viana,Julho,23,12667.01,Dinheiro,
João Gabriel Monteiro,Abril,41,57456.65,Dinheiro,
Samuel Pereira,Maio,13,4147.62,Cartão de Crédito,12
Dr. Davi Lucas da Rosa,Julho,22,15106.45,Cartão de Crédito,6
Emilly Almeida,Dezembro,38,49786.65,Cartão de Crédito,2
Sra. Elisa das Neves,Março,3,1203.68,Dinheiro,
Sra. Elisa das Neves,Junho,2,3143.46,PIX,
Dr. Davi Lucas da Rosa,Julho,18,35767.01,Dinheiro,
Emilly Almeida,Agosto,19,19225.76,Dinheiro,
Ana Sophia Araújo,Janeiro,9,8096.79,Dinheiro,
Alice da Paz,Julho,20,13749.1,Dinheiro,
Dr. Davi Lucas da Rosa,Julho,32,27575.55,Dinheiro,
Alice da Paz,Outubro,29,53776.98,Cartão de Crédito,4
Sr. Bryan Nascimento,Abril,25,44800.0,PIX,
Samuel Pereira,Janeiro,17,29410.2,Cartão de Crédito,1
Enzo Santos,Abril,23,16053.91,Cartão de Crédito,4
Sarah Viana,Janeiro,38,57164.09,PIX,
Clarice Porto,Julho,40,18171.83,PIX,
Alice da Paz,Fevereiro,8,14217.53,Dinheiro,
Emilly Almeida,Junho,9,10635.2,PIX,
Sarah Viana,Junho,14,2717.91,PIX,
Clarice Porto,Agosto,47,5410.56,PIX,
Antônio Carvalho,Fevereiro,11,12156.44,PIX,
Enzo Santos,Novembro,14,12746.67,Cartão de Crédito,1
Sr. Bryan Nascimento,Junho,40,26038.55,Dinheiro,
Clarice Porto,Setembro,37,57370.58,Dinheiro,
Enzo Santos,Junho,19,16843.5,PIX,
Sarah Viana,Maio,22,33705.46,PIX,
Samuel Pereira,Abril,20,28943.39,Cartão de Crédito,3
Clarice Porto,Fevereiro,26,30727.64,Dinheiro,
Clarice Porto,Abril,49,61454.61,Dinheiro,
Sr. Bryan Nascimento,Maio,18,21578.52,PIX,
Sarah Viana,Outubro,18,31795.91,PIX,
Ana Sophia Araújo,Setembro,49,67837.61,Dinheiro,
Samuel Pereira,Setembro,11,4153.58,Cartão de Crédito,6
Antônio Carvalho,Setembro,27,9281.98,Dinheiro,
Alice da Paz,Dezembro,14,27689.5,Dinheiro,
Sr. Bryan Nascimento,Setembro,42,65688.85,Dinheiro,
Clarice Porto,Maio,7,4014.06,Cartão de Crédito,1
João Gabriel Monteiro,Outubro,29,10012.79,Dinheiro,
Vicente Cavalcanti,Fevereiro,31,47963.17,PIX,
Antônio Carvalho,Maio,34,25864.5,PIX,
Emilly Almeida,Dezembro,27,21708.91,PIX,
Dr. Davi Lucas da Rosa,Outubro,9,15591.35,Cartão de Crédito,1
Sarah Viana,Janeiro,3,2020.1,Dinheiro,
Enzo Santos,Maio,25,46622.77,Cartão de Crédito,12
Clarice Porto,Abril,37,7538.92,Cartão de Crédito,2
João Gabriel Monteiro,Dezembro,23,6960.0,Cartão de Crédito,2
Samuel Pereira,Agosto,22,38084.12,PIX,
Dra. Pietra Viana,Dezembro,39,32918.03,PIX,
Clarice Porto,Junho,41,56880.43,PIX,
Ana Sophia Araújo,Setembro,28,54449.35,Cartão de Crédito,6
Clarice Porto,Abril,5,2980.37,PIX,
Dra. Pietra Viana,Maio,13,7706.56,PIX,
Enzo Santos,Julho,15,3912.3,Cartão de Crédito,6
Dra. Pietra Viana,Junho,4,7126.14,PIX,
João Gabriel Monteiro,Março,13,21771.7,Cartão de Crédito,12
Samuel Pereira,Março,3,5190.46,Cartão de Crédito,3
Alice da Paz,Maio,12,7244.81,Cartão de Crédito,12
Sra. Elisa das Neves,Janeiro,20,10815.65,PIX,
Samuel Pereira,Outubro,27,28577.5,Dinheiro,
Emilly Almeida,Novembro,26,41202.69,Dinheiro,
Sr. Bryan Nascimento,Janeiro,3,3447.36,Dinheiro,
Antônio Carvalho,Dezembro,46,83014.09,Dinheiro,
Sr. Bryan Nascimento,Maio,25,38280.0,Cartão de Crédito,2
João Gabriel Monteiro,Novembro,6,7971.62,PIX,
Alice da Paz,Maio,5,4925.25,Cartão de Crédito,1
Nicolas Pereira,Abril,21,4431.97,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Junho,4,1641.61,Dinheiro,
Clarice Porto,Maio,28,23592.87,Cartão de Crédito,4
Dr. Davi Lucas da Rosa,Junho,47,82582.16,Cartão de Crédito,2
Sarah Viana,Março,34,67613.45,Dinheiro,
Dr. Davi Lucas da Rosa,Abril,1,358.96,Cartão de Crédito,3
Enzo Santos,Outubro,7,3566.5,Cartão de Crédito,2
Ana Sophia Araújo,Abril,13,7564.88,PIX,
Alice da Paz,Fevereiro,47,66518.64,Dinheiro,
João Gabriel Monteiro,Julho,30,23816.41,Cartão de Crédito,4
Sr. Bryan Nascimento,Julho,10,15742.21,Dinheiro,
Clarice Porto,Junho,49,80667.64,Cartão de Crédito,12
Ana Sophia Araújo,Março,18,23748.02,Cartão de Crédito,1
Sra. Elisa das Neves,Março,15,22439.41,Dinheiro,
Dr. Davi Lucas da Rosa,Maio,32,13574.14,Cartão de Crédito,2
Nicolas Pereira,Dezembro,9,1698.0,Dinheiro,
Nicolas Pereira,Agosto,5,9492.21,Dinheiro,
Dr. Davi Lucas da Rosa,Dezembro,50,6556.62,PIX,
Samuel Pereira,Março,11,14934.07,Cartão de Crédito,3
Ana Sophia Araújo,Junho,4,3739.03,Dinheiro,
Enzo Santos,Maio,43,76449.09,PIX,
Samuel Pereira,Fevereiro,31,40925.17,Dinheiro,
Alice da Paz,Junho,17,15069.62,Dinheiro,
Dr. Davi Lucas da Rosa,Outubro,12,22305.03,Cartão de Crédito,4
Antônio Carvalho,Novembro,35,18621.44,PIX,
Vicente Cavalcanti,Novembro,31,40143.52,PIX,
Dra. Pietra Viana,Fevereiro,12,4746.58,Dinheiro,
Ana Sophia Araújo,Outubro,45,33847.2,PIX,
Dr. Davi Lucas da Rosa,Setembro,19,27625.28,Dinheiro,
Samuel Pereira,Dezembro,10,18995.93,PIX,
Sarah Viana,Novembro,13,12448.83,Cartão de Crédito,2
Sra. Elisa das Neves,Março,6,1579.86,Cartão de Crédito,1
Dra. Pietra Viana,Agosto,33,5931.12,Dinheiro,
Antônio Carvalho,Dezembro,36,32049.52,Dinheiro,
Clarice Porto,Janeiro,43,79164.23,Cartão de Crédito,4
Sr. Bryan Nascimento,Janeiro,32,20913.96,Cartão de Crédito,12
João Gabriel Monteiro,Abril,39,15092.85,Cartão de Crédito,6
Clarice Porto,Outubro,17,24130.57,Cartão de Crédito,6
Antônio Carvalho,Dezembro,49,15084.39,Cartão de Crédito,2
Vicente Cavalcanti,Março,32,60677.06,Dinheiro,
Nicolas Pereira,Abril,15,17390.35,Cartão de Crédito,2
Ana Sophia Araújo,Junho,19,7302.49,Cartão de Crédito,4
Vicente Cavalcanti,Julho,44,31194.03,PIX,
Clarice Porto,Novembro,25,42874.88,Cartão de Crédito,2
Samuel Pereira,Dezembro,1,1415.48,Cartão de Crédito,2
Nicolas Pereira,Maio,20,18827.11,Cartão de Crédito,3
Dra. Pietra Viana,Setembro,32,34121.33,Dinheiro,
João Gabriel Monteiro,Junho,1,614.83,Cartão de Crédito,2
Ana Sophia Araújo,Junho,40,55916.86,Dinheiro,
Emilly Almeida,Junho,5,6314.74,PIX,
Sarah Viana,Novembro,29,30275.62,Dinheiro,
Samuel Pereira,Março,26,23700.65,Dinheiro,
Sarah Viana,Março,39,58814.1,PIX,
Sarah Viana,Maio,12,11513.59,PIX,
Alice da Paz,Junho,11,4444.38,PIX,
Clarice Porto,Março,2,1789.77,PIX,
Antônio Carvalho,Setembro,6,2216.06,Dinheiro,
Vicente Cavalcanti,Janeiro,42,33637.06,Dinheiro,
João Gabriel Monteiro,Março,10,12258.05,Cartão de Crédito,1
Antônio Carvalho,Julho,14,2518.3,Dinheiro,
Antônio Carvalho,Junho,49,66796.65,Dinheiro,
Enzo Santos,Abril,28,15800.15,Dinheiro,
Samuel Pereira,Março,42,36806.72,Dinheiro,
Samuel Pereira,Maio,43,66714.35,Cartão de Crédito,1
Enzo Santos,Julho,5,3684.63,PIX,
Clarice Porto,Setembro,2,2655.97,Dinheiro,
Antônio Carvalho,Fevereiro,13,6357.64,Cartão de Crédito,2
Emilly Almeida,Setembro,49,84159.13,Cartão de Crédito,3
Clarice Porto,Setembro,15,21574.62,Cartão de Crédito,1
Sr. Bryan Nascimento,Novembro,6,2615.29,Cartão de Crédito,1
Sr. Bryan Nascimento,Março,5,4035.08,PIX,
Dra. Pietra Viana,Novembro,8,11610.68,Dinheiro,
Vicente Cavalcanti,Julho,35,31240.9,PIX,
Enzo Santos,Maio,1,297.56,Dinheiro,
Sra. Elisa das Neves,Setembro,21,12559.54,Dinheiro,
Ana Sophia Araújo,Julho,20,39575.23,Cartão de Crédito,12
Ana Sophia Araújo,Janeiro,25,10938.91,Dinheiro,
João Gabriel Monteiro,Agosto,29,38069.28,PIX,
Sarah Viana,Junho,34,24543.08,Dinheiro,
Enzo Santos,Novembro,26,16519.39,PIX,
Samuel Pereira,Maio,50,75808.8,Dinheiro,
Enzo Santos,Dezembro,9,4622.87,Dinheiro,
Vicente Cavalcanti,Fevereiro,40,14709.11,PIX,
Dr. Davi Lucas da Rosa,Março,12,2912.36,Cartão de Crédito,1
Nicolas Pereira,Dezembro,5,931.99,Cartão de Crédito,6
Nicolas Pereira,Setembro,14,22569.28,Cartão de Crédito,3
Samuel Pereira,Agosto,33,60798.19,Dinheiro,
Dr. Davi Lucas da Rosa,Dezembro,8,2168.72,Dinheiro,
Alice da Paz,Março,49,42721.99,Dinheiro,
Clarice Porto,Outubro,18,21477.56,Dinheiro,
Sra. Elisa das Neves,Novembro,11,11836.06,Cartão de Crédito,1
Samuel Pereira,Setembro,2,416.65,PIX,
Enzo Santos,Julho,2,3002.5,Dinheiro,
Vicente Cavalcanti,Dezembro,1,218.54,PIX,
João Gabriel Monteiro,Abril,48,19509.98,PIX,
Sarah Viana,Setembro,26,11914.47,Cartão de Crédito,1
Antônio Carvalho,Novembro,3,2161.83,Cartão de Crédito,3
Sarah Viana,Setembro,16,18314.93,Cartão de Crédito,3
Dra. Pietra Viana,Dezembro,11,20430.51,Dinheiro,
Vicente Cavalcanti,Novembro,50,58632.75,Dinheiro,
Ana Sophia Araújo,Janeiro,29,24835.73,Dinheiro,
Enzo Santos,Março,30,46108.33,Cartão de Crédito,2
Vicente Cavalcanti,Setembro,14,24861.58,Dinheiro,
Clarice Porto,Julho,44,70410.88,Cartão de Crédito,2
Sr. Bryan Nascimento,Agosto,27,48876.58,Cartão de Crédito,6
Antônio Carvalho,Novembro,8,14225.75,Dinheiro,
João Gabriel Monteiro,Julho,12,10266.41,Cartão de Crédito,2
Enzo Santos,Setembro,20,38675.03,Cartão de Crédito,1
Sra. Elisa das Neves,Abril,10,13612.66,Cartão de Crédito,2
João Gabriel Monteiro,Abril,46,57806.83,Cartão de Crédito,12
Dra. Pietra Viana,Setembro,47,91393.91,PIX,
João Gabriel Monteiro,Março,30,45018.87,Dinheiro,
Sr. Bryan Nascimento,Fevereiro,34,34205.85,Dinheiro,
Dr. Davi Lucas da Rosa,Dezembro,45,6191.6,PIX,
Alice da Paz,Julho,7,9353.55,PIX,
Dr. Davi Lucas da Rosa,Novembro,47,37761.9,Dinheiro,
Vicente Cavalcanti,Janeiro,41,74120.72,Dinheiro,
Dra. Pietra Viana,Fevereiro,42,69094.85,Cartão de Crédito,1
Clarice Porto,Março,30,37581.83,PIX,
Sra. Elisa das Neves,Agosto,33,46863.56,PIX,
Clarice Porto,Julho,38,65403.12,Dinheiro,
Sarah Viana,Setembro,45,30056.68,Dinheiro,
Alice da Paz,Março,48,66410.79,Dinheiro,
Sr. Bryan Nascimento,Dezembro,10,14328.41,PIX,
Antônio Carvalho,Dezembro,26,28973.01,Cartão de Crédito,6
Sr. Bryan Nascimento,Junho,37,62009.14,Cartão de Crédito,3
Alice da Paz,Abril,20,25436.22,Dinheiro,
Clarice Porto,Março,22,15833.08,Dinheiro,
Nicolas Pereira,Novembro,28,36224.21,Cartão de Crédito,4
Samuel Pereira,Maio,9,10806.57,Dinheiro,
Ana Sophia Araújo,Agosto,18,23257.13,Cartão de Crédito,6
Enzo Santos,Julho,38,75167.01,PIX,
Sra. Elisa das Neves,Agosto,37,47197.13,PIX,
Ana Sophia Araújo,Setembro,1,1151.17,Dinheiro,
Alice da Paz,Maio,44,61224.23,PIX,
Dra. Pietra Viana,Junho,44,56048.66,Dinheiro,
Nicolas Pereira,Julho,18,4374.16,Dinheiro,
Sarah Viana,Outubro,33,56405.64,Cartão de Crédito,4
Alice da Paz,Abril,19,32184.13,Dinheiro,
Emilly Almeida,Junho,14,12004.57,Dinheiro,
Dra. Pietra Viana,Setembro,7,13963.31,PIX,
Dr. Davi Lucas da Rosa,Outubro,35,5358.97,PIX,
Antônio Carvalho,Janeiro,39,16249.9,Dinheiro,
Dra. Pietra Viana,Julho,1,720.67,Cartão de Crédito,1
Sr. Bryan Nascimento,Janeiro,11,9428.06,PIX,
Ana Sophia Araújo,Julho,26,16919.97,Dinheiro,
João Gabriel Monteiro,Janeiro,2,3391.5,Cartão de Crédito,3
Dra. Pietra Viana,Maio,23,25027.65,Cartão de Crédito,1
Dra. Pietra Viana,Setembro,37,42754.78,Dinheiro,
Dr. Davi Lucas da Rosa,Janeiro,22,22367.15,Dinheiro,
Sr. Bryan Nascimento,Setembro,36,19808.15,Dinheiro,
Samuel Pereira,Agosto,17,28619.06,Dinheiro,
Sra. Elisa das Neves,Setembro,23,20478.94,Cartão de Crédito,1
Vicente Cavalcanti,Agosto,24,44133.05,Cartão de Crédito,1
Sarah Viana,Janeiro,44,33234.76,PIX,
Dr. Davi Lucas da Rosa,Novembro,26,7630.03,Dinheiro,
Antônio Carvalho,Novembro,14,1859.84,PIX,
Enzo Santos,Maio,7,8120.84,Dinheiro,
Sarah Viana,Agosto,35,47720.27,PIX,
Enzo Santos,Agosto,37,7340.58,PIX,
João Gabriel Monteiro,Dezembro,2,2683.79,Dinheiro,
Alice da Paz,Março,27,47750.99,Cartão de Crédito,1
Sra. Elisa das Neves,Novembro,49,23896.58,PIX,
João Gabriel Monteiro,Dezembro,8,1523.6,PIX,
João Gabriel Monteiro,Maio,20,38088.37,PIX,
Vicente Cavalcanti,Outubro,39,73416.36,PIX,
Alice da Paz,Maio,43,32318.53,PIX,
Dra. Pietra Viana,Julho,24,9916.46,Cartão de Crédito,4
Vicente Cavalcanti,Março,8,5718.83,PIX,
Clarice Porto,Outubro,28,49203.31,Cartão de Crédito,3
João Gabriel Monteiro,Julho,50,21934.74,Cartão de Crédito,1
Clarice Porto,Janeiro,22,12061.11,Dinheiro,
Emilly Almeida,Novembro,19,17768.72,Cartão de Crédito,3
Alice da Paz,Maio,31,56155.15,PIX,
Dra. Pietra Viana,Maio,44,70065.07,PIX,
Clarice Porto,Abril,39,36287.14,Cartão de Crédito,1
Sr. Bryan Nascimento,Abril,35,18477.41,Cartão de Crédito,4
Sr. Bryan Nascimento,Fevereiro,9,5815.73,Dinheiro,
Antônio Carvalho,Abril,7,2910.78,Dinheiro,
Ana Sophia Araújo,Janeiro,48,27521.28,Cartão de Crédito,12
Vicente Cavalcanti,Fevereiro,5,9328.31,PIX,
Sarah Viana,Novembro,10,13032.84,PIX,
Alice da Paz,Março,28,43891.73,Dinheiro,
Emilly Almeida,Setembro,47,26701.8,PIX,
Dra. Pietra Viana,Junho,46,63604.33,Dinheiro,
